name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Gliwice,2022-04-16,8.3,3.9,5.9,5.9,0.3,3.1,0.8,72.7,7.999,100,8.33,rain,0,0,39.2,20.3,351.4,1026.6,86.1,18.9,175.3,9.4,5,,2022-04-16T05:50:12,2022-04-16T19:41:11,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"12550099999,12540099999,11782099999,EPKT,E6430,F6525,12530099999,12560099999"
Gliwice,2022-04-17,9.1,-1.5,4.6,7.5,-2,3.1,-3.3,60,0,0,0,,0,0,25.1,14.1,357.4,1027.4,61.3,25,214.8,11.6,5,,2022-04-17T05:48:09,2022-04-17T19:42:46,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-18,9.7,-2.5,4.6,8.1,-4.5,3.5,-4,58.2,0,0,0,,0,0,23.8,14.4,5.7,1018.2,61.3,23,258.1,13.8,5,,2022-04-18T05:46:07,2022-04-18T19:44:21,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-19,8.2,1.7,4.6,6.7,-0.8,3.1,-0.9,67.9,2.204,100,33.33,rain,0,0,19.3,14.1,340.1,1012.9,69.4,17.5,206.4,11.2,5,,2022-04-19T05:44:06,2022-04-19T19:45:56,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-20,6.4,-2,3.1,4.3,-3.6,1.3,0.4,82.7,0.045,100,8.33,rain,0,0,27.6,18.3,253.7,1014.5,84,11.7,61.9,3.2,2,,2022-04-20T05:42:06,2022-04-20T19:47:31,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-21,11.1,2.4,7,11.1,1.5,6.6,2.8,76.5,0.009,100,4.17,rain,0,0,11.7,9.4,286.9,1013,87.2,12.4,244.7,13.2,8,,2022-04-21T05:40:07,2022-04-21T19:49:06,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-22,11.5,5.6,8.2,11.5,4,7.2,5,80.6,0.025,100,8.33,rain,0,0,36.6,20.7,50.7,1010.2,73.2,12.4,128.3,6.9,4,,2022-04-22T05:38:08,2022-04-22T19:50:41,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-23,14.9,0.8,8.6,14.9,0.1,7.8,1.9,66,0,0,0,,0,0,27.9,12.8,14,1009,61.6,18.8,303.2,16.2,7,,2022-04-23T05:36:11,2022-04-23T19:52:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-24,12.9,2.8,8.4,12.9,2.8,7.8,5.8,84.2,8.953,100,33.33,rain,0,0,32.1,16.4,70.2,1004.4,95.4,12.6,72,3.8,3,,2022-04-24T05:34:14,2022-04-24T19:53:50,0.77,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-25,12.1,4.4,8.3,12.1,4.4,7.7,6.5,88.7,1.207,100,33.33,rain,0,0,21.5,15.5,285.2,1006.6,85.4,11.2,93.7,5,3,,2022-04-25T05:32:19,2022-04-25T19:55:24,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-26,10.4,4.1,8,10.4,4.1,7.3,5.2,83.4,0.26,100,12.5,rain,0,0,11.3,9.6,295.6,1016.2,82.7,11.4,70.3,2.7,1,,2022-04-26T05:30:24,2022-04-26T19:56:59,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-27,13.8,0.9,8.3,13.8,0.9,8.3,2.7,70.9,0,0,0,,0,0,16.2,14.9,24.6,1021.5,70.6,14.1,205.2,11.1,5,,2022-04-27T05:28:31,2022-04-27T19:58:33,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-28,16.2,0.9,10,16.2,0.9,10,1.7,60.4,0,0,0,,0,0,25.7,14.8,322.3,1025.7,31.9,18.7,353.9,19.2,8,,2022-04-28T05:26:39,2022-04-28T20:00:07,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-29,15.9,2.6,10.2,15.9,1.8,10,1.3,58.5,0,0,0,,0,0,25.2,12.8,298,1027.1,47.4,21.2,254.3,13.9,8,,2022-04-29T05:24:48,2022-04-29T20:01:41,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-04-30,16.9,1,9.8,16.9,1,9.8,0.2,56.3,0,0,0,,0,0,23.2,11.5,31.5,1023.7,73.3,17.8,262.3,14.1,6,,2022-04-30T05:22:59,2022-04-30T20:03:14,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-05-01,18.6,3,11.8,18.6,3,11.8,2.2,55.7,0,0,0,,0,0,14.1,9,4.7,1020.4,82.5,18.1,255.4,13.7,7,,2022-05-01T05:21:10,2022-05-01T20:04:47,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-05-02,19.6,6.8,13.9,19.6,6.8,13.9,3.8,54.3,0,0,0,,0,0,13.3,10.5,359.4,1017.5,67.1,18.7,307.6,16.5,8,,2022-05-02T05:19:24,2022-05-02T20:06:20,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,D2281,F6525,12530099999,12560099999"
Gliwice,2022-05-03,18.7,7.4,13.7,18.7,7.4,13.7,5.3,59.2,0,0,0,,0,0,13.6,13.5,337.7,1015.3,70.3,18.8,335.5,18.2,8,,2022-05-03T05:17:38,2022-05-03T20:07:53,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,D2281,12530099999,12560099999"
Gliwice,2022-05-04,18.5,7.8,13.6,18.5,7.2,13.5,5.5,60.9,0.009,100,4.17,rain,0,0,13.3,9.4,55.2,1017.6,64.9,18.7,332.9,18.2,8,,2022-05-04T05:15:54,2022-05-04T20:09:25,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12550099999,12540099999,11782099999,EPKT,D2281,12530099999,12560099999"
Gliwice,2022-05-05,21.6,5.7,13.7,21.6,5.7,13.6,8,71.3,3.906,100,12.5,rain,0,0,40.3,13.1,195.9,1019.4,59.7,18.1,312.4,16.8,8,,2022-05-05T05:14:11,2022-05-05T20:10:57,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12550099999,12540099999,11782099999,EPKT,D2281,12530099999,12560099999"
Gliwice,2022-05-06,16.7,8.6,13,16.7,8.3,13,9.9,82.9,0.477,100,25,rain,0,0,11.7,9.5,302.6,1022.8,78.7,9.2,203,11,5,,2022-05-06T05:12:30,2022-05-06T20:12:29,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12550099999,12540099999,11782099999,EPKT,D2281,12530099999,12560099999"
Gliwice,2022-05-07,17.9,9.3,13.5,17.9,9.3,13.5,7.5,69,0.116,100,25,rain,0,0,9.7,9.2,349.5,1022.7,94.5,17.4,192.3,11.3,5,,2022-05-07T05:10:51,2022-05-07T20:14:00,0.21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"12550099999,12540099999,11782099999,EPKT,D2281,12530099999,12560099999"
Gliwice,2022-05-08,21,7,14.7,21,7,14.7,8,68.2,2.138,100,4.17,rain,0,0,18,14.7,9.2,1022.9,73.2,15.8,262.5,15.1,9,,2022-05-08T05:09:13,2022-05-08T20:15:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6434,D2281,12530099999,12560099999"
Gliwice,2022-05-09,19.8,10.6,15.2,19.8,10.6,15.2,6.1,58.7,0.053,100,4.17,rain,0,0,28.9,15.6,19.9,1026,41.8,23.6,371.6,22.7,9,,2022-05-09T05:07:36,2022-05-09T20:17:00,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6434,D2281,12530099999,12560099999"
Gliwice,2022-05-10,21.4,5.5,14.6,21.4,5.5,14.5,4.3,53.2,0,0,0,,0,0,11.7,8.6,68.6,1022.5,40.8,27,437.5,25.3,8,,2022-05-10T05:06:02,2022-05-10T20:18:29,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6434,D2281,12530099999,12560099999"
Gliwice,2022-05-11,25.7,9.1,18.6,25.7,8.8,18.6,8.2,53.2,0,0,0,,0,0,36.4,20.6,210.9,1015.6,57.2,24.9,330.5,20,8,,2022-05-11T05:04:29,2022-05-11T20:19:58,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,E6430,F6434,D2281,12530099999,12560099999"
Gliwice,2022-05-12,25.7,12.9,20.1,25.7,12.9,20.1,8.6,48.4,0,0,0,,0,0,53.2,30.9,246.2,1014.1,40.5,27.6,425.1,26,10,,2022-05-12T05:02:58,2022-05-12T20:21:26,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6434,D2281,12530099999,12560099999"
Gliwice,2022-05-13,23,10.4,16.9,23,10.4,16.9,7.9,57.6,0.196,100,8.33,rain,0,0,42.4,23.2,257,1016.2,68.2,23.9,354.6,20.4,9,,2022-05-13T05:01:29,2022-05-13T20:22:53,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12550099999,12540099999,11782099999,EPKT,D2281,12530099999,12560099999"
Gliwice,2022-05-14,20.2,7.6,15,20.2,7.6,14.9,6,57.1,0,0,0,,0,0,38.2,20.7,271.1,1018.9,68.6,23.9,376.8,22.9,9,,2022-05-14T05:00:01,2022-05-14T20:24:20,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,D2281,12530099999,12560099999"
Gliwice,2022-05-15,19.9,8.1,14.4,19.9,7.6,14.3,5.8,60.2,0,0,0,,0,0,27.9,14.6,290.4,1020.4,36.4,22.7,473.3,27.1,10,,2022-05-15T04:58:36,2022-05-15T20:25:46,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,D2281,12530099999,12560099999"
Gliwice,2022-05-16,22.8,4.5,14.8,22.8,4.5,14.8,4.7,56.9,0,0,0,,0,0,16.3,10.3,294.7,1019.6,40.6,27.1,411.5,25.1,8,,2022-05-16T04:57:12,2022-05-16T20:27:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,D2281,12530099999,12560099999"
Gliwice,2022-05-17,18.4,12.2,15.1,18.4,12.2,15.1,7.3,59.8,0.389,100,45.83,rain,0,0,14.9,11.8,38.4,1018.6,83,25,133,4.3,4,,2022-05-17T04:55:51,2022-05-17T20:28:34,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12550099999,12540099999,11782099999,E0150,EPKT,F6434,D2281,12530099999,12560099999"
Gliwice,2022-05-18,18.7,5.8,12.2,18.7,4.3,11.7,-1.3,43.4,0,0,0,,0,0,13.3,9.8,25.6,1027.5,15,30,436.1,26.6,9,,2022-05-18T04:54:31,2022-05-18T20:29:57,0.58,Clear,Clear conditions throughout the day.,clear-day,"12550099999,12540099999,11782099999,EPKT,D2281,12530099999,12560099999"
Gliwice,2022-05-19,24.5,2.3,14.9,24.5,0.9,14.7,2.1,48.1,0,0,0,,0,0,33.6,20.8,198.7,1025.7,30.9,27.4,389.4,23.8,8,,2022-05-19T04:53:14,2022-05-19T20:31:19,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,D2281,F6525,12530099999,12560099999"
Gliwice,2022-05-20,26.5,11.8,20.1,26.5,11.8,20.1,9.1,49.6,0.019,100,4.17,rain,0,0,32.7,20.7,217.4,1019.1,74,31.2,310.4,18.9,8,,2022-05-20T04:51:59,2022-05-20T20:32:40,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-05-21,20.6,13.8,18.4,20.6,13.8,18.4,9.4,57.5,1.213,100,12.5,rain,0,0,55,30.6,265.1,1014,71.3,29.5,434.4,21.8,8,,2022-05-21T04:50:46,2022-05-21T20:33:59,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-05-22,16.3,9.5,13.5,16.3,8.4,13.5,6.4,63.2,0.044,100,4.17,rain,0,0,37.7,19.7,287.1,1015,57.6,32.3,320.4,19.7,9,,2022-05-22T04:49:35,2022-05-22T20:35:17,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-05-23,18.8,5.5,13.3,18.8,5.5,13.3,5.1,61.1,0,0,0,,0,0,15.8,15.2,90.8,1012.7,49.3,28.4,336.9,20.6,8,,2022-05-23T04:48:27,2022-05-23T20:36:35,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-05-24,19.9,11.9,15.5,19.9,11.9,15.5,10.4,72.2,0.496,100,12.5,rain,0,0,17.8,15.1,156.3,1009.1,82.7,25.2,129.6,7.9,4,,2022-05-24T04:47:21,2022-05-24T20:37:50,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12550099999,12540099999,11782099999,EPKT,D2281,F6525,12530099999,12560099999"
Gliwice,2022-05-25,15.3,11,13.6,15.3,11,13.6,12.5,93.3,20.403,100,50,rain,0,0,26.5,11.9,280.2,1014.8,90.6,10.7,71.3,4.2,2,,2022-05-25T04:46:17,2022-05-25T20:39:04,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"12550099999,12540099999,11782099999,EPKT,F6434,F6525,12530099999,12560099999"
Gliwice,2022-05-26,19.9,9.2,15.5,19.9,7.9,15.3,9.5,70.7,0.009,100,4.17,rain,0,0,43.4,27.6,231.5,1018.4,59.8,23.9,185.1,11.3,6,,2022-05-26T04:45:16,2022-05-26T20:40:17,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-05-27,19,9.8,13.7,19,8.1,13.6,9.9,78.9,3.618,100,25,rain,0,0,51.2,27.1,228.4,1015.7,78.7,25,117.6,6.9,5,,2022-05-27T04:44:17,2022-05-27T20:41:28,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6434,F6525,12530099999,12560099999"
Gliwice,2022-05-28,13.6,7.3,10.8,13.6,6.1,10.2,5.4,71.4,0.928,100,12.5,rain,0,0,45.6,22.7,254.8,1013.9,55.1,24.1,249.6,15.4,9,,2022-05-28T04:43:21,2022-05-28T20:42:38,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-05-29,16.3,4,11.4,16.3,2.6,11,4.2,64.4,0.019,100,8.33,rain,0,0,17.7,10.2,249.1,1013,52.9,25.4,294.8,16.9,9,,2022-05-29T04:42:27,2022-05-29T20:43:46,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-05-30,16.4,8.7,11.7,16.4,7.7,11.5,7.4,76.8,4.16,100,25,rain,0,0,21.6,12.2,279.2,1012.1,78,22.6,209.9,12.8,7,,2022-05-30T04:41:36,2022-05-30T20:44:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-05-31,21.4,5.9,14.9,21.4,5.9,14.8,7.3,65.1,1.489,100,4.17,rain,0,0,17.7,11.1,112.1,1015.7,49.2,23.9,342.7,20.9,8,,2022-05-31T04:40:47,2022-05-31T20:45:57,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-01,22.2,12.8,16.9,22.2,12.8,16.9,10.4,68.4,1.394,100,25,rain,0,0,32,17.7,230.4,1014.5,63.5,27,369.2,21.2,8,,2022-06-01T04:40:01,2022-06-01T20:46:59,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-02,20.5,12.2,16.3,20.5,12.2,16.3,9.9,68.3,0.615,100,20.83,rain,0,0,33.4,19.4,276.8,1019.1,62,24.9,288.3,9.3,9,,2022-06-02T04:39:18,2022-06-02T20:48:00,0.1,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"12550099999,12540099999,11782099999,EPKT,D2281,F6525,12530099999,12560099999"
Gliwice,2022-06-03,24.5,6.9,17.3,24.5,6.9,17.3,7.7,58.4,0,0,0,,0,0,17.3,12.6,97.3,1021.6,35.9,23.9,407.6,25,8,,2022-06-03T04:38:38,2022-06-03T20:48:58,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-04,19.3,15,17.1,19.3,15,17.1,13.5,79.8,5.166,100,33.33,rain,0,0,12.9,10.3,30,1018,87.6,18.9,109.9,6.8,3,,2022-06-04T04:38:00,2022-06-04T20:49:55,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-05,24.8,11.5,19.3,24.8,11.5,19.3,11.7,65.5,0,0,0,,0,0,19.5,14.5,61.8,1019.1,45.2,20.3,418.4,25.7,8,,2022-06-05T04:37:25,2022-06-05T20:50:49,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-06,23.8,13.3,19,23.8,13.3,19,12.9,68,0,0,0,,0,0,20.6,15,190.3,1016.4,79.1,28.5,289.9,17.7,8,,2022-06-06T04:36:53,2022-06-06T20:51:41,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-07,25.8,12.8,19.1,25.8,12.8,19.1,14.5,77.8,10.765,100,12.5,rain,0,0,36,13.8,275.2,1013.6,59.5,18.6,403.3,24.7,8,,2022-06-07T04:36:23,2022-06-07T20:52:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12550099999,12540099999,11782099999,EPKT,E6430,F6525,12530099999,12560099999"
Gliwice,2022-06-08,19.6,15.1,17,19.6,15.1,17,15.3,90.2,10.887,100,54.17,rain,0,0,20.3,10.2,29.5,1011.3,84.5,12.7,106.2,6.3,3,,2022-06-08T04:35:57,2022-06-08T20:53:19,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-09,23.4,15.6,18.4,23.4,15.6,18.4,15.9,86,9.242,100,58.33,rain,0,0,36.5,21.8,21.4,1009.2,75.9,13.4,222.9,13.7,8,,2022-06-09T04:35:33,2022-06-09T20:54:04,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-10,20.9,14.5,17.6,20.9,14.5,17.6,14.6,83.7,1.37,100,16.67,rain,0,0,24.6,14.2,312.1,1018.6,86.8,18.4,171.8,10.6,5,,2022-06-10T04:35:12,2022-06-10T20:54:47,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-11,23.2,10.3,17.6,23.2,10.3,17.6,10.4,66.9,0,0,0,,0,0,27,13.1,349.1,1022,22.3,22.4,387.6,23.7,8,,2022-06-11T04:34:54,2022-06-11T20:55:27,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-12,25.7,9.9,19,25.7,9.9,19,11.7,66.5,0,0,0,,0,0,12,7.6,212.9,1020.4,37,22.7,402.9,24.5,8,,2022-06-12T04:34:39,2022-06-12T20:56:05,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-13,18.6,11.2,15.7,18.6,11.2,15.7,13.1,85.2,6.201,100,16.67,rain,0,0,31.4,16,266.8,1016.3,71.9,17.4,88.6,5.3,2,,2022-06-13T04:34:27,2022-06-13T20:56:41,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-14,18.7,9.6,14.4,18.7,8.8,14.3,7.8,68,0.143,100,4.17,rain,0,0,29.5,15.6,277.2,1020.7,48.8,25.3,364,22.5,7,,2022-06-14T04:34:18,2022-06-14T20:57:13,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-15,22,7.1,15.3,22,7.1,15.3,7.7,64.8,0,0,0,,0,0,10.8,8,264.2,1021.3,45.2,26.8,426.8,26.2,9,,2022-06-15T04:34:11,2022-06-15T20:57:43,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-16,25,10.3,17.3,25,10.3,17.3,12.1,73.5,2.943,100,20.83,rain,0,0,34.5,20.1,207,1017.9,59.4,21.5,222.6,13.6,8,,2022-06-16T04:34:08,2022-06-16T20:58:11,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-17,21.6,12.7,16.8,21.6,12.7,16.8,11.3,72.6,0.685,100,8.33,rain,0,0,29.7,16,297.1,1021.7,53.6,22.8,347.6,21.1,8,,2022-06-17T04:34:07,2022-06-17T20:58:35,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-18,26.6,9.8,19.5,26.6,9.6,19.5,11.3,63.1,0,0,0,,0,0,26,18.7,201.7,1020.5,34.5,25.3,391.8,24.1,8,,2022-06-18T04:34:09,2022-06-18T20:58:57,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-19,29.4,16.7,23.6,28.7,16.7,23.4,12.7,52.3,0,0,0,,0,0,44.3,24.1,189.9,1013.5,7.6,31.7,393.5,24,8,,2022-06-19T04:34:15,2022-06-19T20:59:16,0.67,Clear,Clear conditions throughout the day.,clear-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-20,28.8,15,21.1,28.7,15,21.1,14.7,68.9,3.297,100,25,rain,0,0,55.3,17.4,240.9,1009.3,46.9,25.2,190.9,11.7,8,,2022-06-20T04:34:23,2022-06-20T20:59:32,0.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-21,18.6,11.5,14.7,18.6,11.5,14.7,9.1,70.9,0.182,100,8.33,rain,0,0,43.5,20.6,272,1012.9,67,29.8,216.4,13.1,8,,2022-06-21T04:34:33,2022-06-21T20:59:46,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-22,23.5,8.1,16.9,23.5,8.1,16.9,8.7,62.9,0,0,0,,0,0,21.1,11.6,285.6,1013.6,50.6,28.2,417.2,25.6,9,,2022-06-22T04:34:47,2022-06-22T20:59:56,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-23,25.4,9.2,18.7,25.4,9.2,18.7,9.9,61,0,0,0,,0,0,22.2,10.5,52.9,1015.5,32.4,25.4,414.1,25.4,8,,2022-06-23T04:35:03,2022-06-23T21:00:04,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-24,27.8,11.3,21.1,27.1,11.3,21,10.7,55.2,0,0,0,,0,0,22.2,17.6,104,1013.8,33.1,26.7,409.3,24.9,8,,2022-06-24T04:35:23,2022-06-24T21:00:08,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2022-06-25,28.6,16.8,23,27.8,16.8,22.9,12.7,54.3,0.377,100,29.17,rain,0,0,15.6,11.1,104.4,1012.1,76,29.2,300.5,18.5,8,,2022-06-25T04:35:45,2022-06-25T21:00:10,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
