name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Gliwice,2023-03-06T11:00:00,3.5,-0.7,-2.4,65.47,0,0,,0,1.3,21.2,19.2,216,1006.1,75,20.9,215,0.8,2,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-06T12:00:00,4.9,1.1,-2.6,58.51,0,0,,0,1.1,23.9,18.7,225,1005.6,81.3,23.8,199,0.7,2,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-06T13:00:00,4.4,0.7,-3.7,55.66,0,0,,0,0.9,32.2,17.5,219,1004.8,75.9,29.1,139,0.5,1,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-06T14:00:00,4.6,0.4,-3.5,55.39,0,0,,0,0.8,28.8,22,212,1004.3,75.5,30.4,117,0.4,1,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-06T15:00:00,4.2,0.1,-3.2,58.67,0,0,,0,0.7,38,19.6,218,1004,81,29.6,115,0.4,1,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-06T16:00:00,3,-1.2,-2.5,67.04,0,0,,0,0.6,42.8,18.7,233,1004.1,84.5,18.8,37,0.1,0,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-06T17:00:00,2.3,-1.4,-1.6,75.37,0,0,,0,0.6,31.7,14.3,205,1004.1,86.2,18.2,11,0,0,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-06T18:00:00,2,-1.1,-1.4,78.54,0,0,,0,0.6,18,10.7,204,1004.1,86.2,14.3,4,0,0,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-06T19:00:00,1.4,-2.5,-1.1,83.09,0,0,,0,0.1,42.8,14.4,196,1004.5,86.2,11,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-06T20:00:00,1.2,-1.4,-0.6,87.45,0,0,,0,0.1,7.2,8.4,204,1004.6,73.3,10.2,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-06T21:00:00,1.5,-1.8,-1.2,82.22,0,0,,0,0.1,14.8,11.4,208,1004.2,76.1,12,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-06T22:00:00,1.1,-2.5,-1.6,82.6,0,0,,0,0.1,10.8,12.1,211,1004.3,85.8,10.1,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-06T23:00:00,0.2,-3.3,-2,84.98,0,0,,0,0.1,19.4,11.3,211,1004.2,55,9.2,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-07T00:00:00,-0.2,-3.3,-2.3,86.22,0,0,,0,0.1,10.8,9,206,1004.2,100,7.9,,,,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-07T01:00:00,-0.2,-3,-2.3,86.1,0.107,100,"rain,snow",0,0,10.8,8,199,1004.2,100,9,,,,,"Snow, Rain, Overcast",snow,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-07T02:00:00,0.3,-2.7,-1.9,85.47,0,0,,0,0,10.8,9.2,212,1003.9,37.6,9.1,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-07T03:00:00,0.6,-2.6,-1.8,84.44,0,0,,0,0,18,10.1,220,1003.5,100,9.3,,,,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-07T04:00:00,0.9,-2.5,-1.5,83.66,0,0,,0,0,14.4,11.4,206,1003.1,98.3,8.8,,,,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-07T05:00:00,0.4,-2.8,-1.7,86.15,0,0,,0,0,18,9.6,207,1003.2,83.3,8.3,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-07T06:00:00,0.3,-3.4,-1.9,85.01,0,0,,0,0,14.4,11.9,203,1003.1,88.3,9,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-07T07:00:00,0.2,-3.1,-2.3,83.47,0.035,100,"rain,snow",0,1,15.4,10,188,1003,78.8,11.5,45,0.2,0,,"Snow, Rain, Partially cloudy",rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-07T08:00:00,1.2,-2.3,-2,79.35,0,0,,0,0.1,14.4,11.8,184,1002.8,74.1,11.9,98,0.4,1,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-07T09:00:00,2.7,-1.8,-1.6,73.76,0,0,,0,0,25.2,19.1,196,1002.5,88,14.9,166,0.6,2,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-07T10:00:00,3.8,-0.8,-1.4,68.75,0,0,,0,0,35.5,23.7,195,1002.2,87,15.7,208,0.7,2,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-07T11:00:00,4.8,0.2,-2.3,59.95,0,0,,0,0,42.3,26.1,203,1001.4,78,18.4,324,1.2,3,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-07T12:00:00,5.7,0.9,-2.9,53.9,0,0,,0,0,48,31,220,1000.7,80.2,22.7,371,1.3,4,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-07T13:00:00,5.6,1.2,-3.1,53.58,0,0,,0,0,55.7,26,211,1000.3,92.4,21.4,246,0.9,2,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-07T14:00:00,6,1.4,-2.7,53.88,0,0,,0,0,47.2,29.9,214,999.7,87.1,20.7,180,0.6,2,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-07T15:00:00,6.1,1.5,-2.6,53.76,0,0,,0,0,44.8,29.6,211,999.5,84.8,21.2,127,0.5,1,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-07T16:00:00,6.2,2.4,-2.2,54.56,0,0,,0,0,47.2,22.4,198,999,97,21.1,69,0.2,1,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-07T17:00:00,5.8,2,-2.2,56.13,0,0,,0,0,32.2,21.3,198,998.6,74.5,20.5,14,0.1,0,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-07T18:00:00,5.1,1.4,-1.6,61.71,0,0,,0,0,28.6,18.7,188,998.5,87,16.9,5,0,0,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-07T19:00:00,5,1.2,-1.3,63.7,0,0,,0,0,47.2,19,187,998.6,96.9,14.3,,,,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-07T20:00:00,4.4,0.9,-0.5,70.62,0,0,,0,0,25.8,15.6,201,998.7,68.1,13,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-07T21:00:00,4.9,1.2,-0.3,69.21,0,0,,0,0,31.1,17.6,204,998.5,100,13.9,,,,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-07T22:00:00,4.7,1.4,-0.1,71.08,0,0,,0,0,50.4,15.3,205,998.4,100,11.7,,,,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-07T23:00:00,4.5,0.7,0.1,73.06,0,0,,0,0,32.2,18.4,208,998.4,100,12.5,,,,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
