name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Gliwice,2023-03-31T04:00:00,7.6,4.8,5.5,86.92,0,0,,0,0,18,16.3,216,1009,79.9,16.1,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-31T05:00:00,7.5,5,5.5,87.32,0,0,,0,0,18,13.8,214,1008.9,46.6,15.9,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-31T06:00:00,7.1,5,5.3,88.37,0,0,,0,0,14.4,11.1,205,1008.5,43.3,15,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-31T07:00:00,6.5,4.3,4.8,88.83,0,0,,0,0,10.8,11,196,1008.2,48.7,13,29,0.1,0,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T08:00:00,8.2,5.6,5.8,84.99,0.215,100,rain,0,0,19,15.8,209,1007.6,48.2,16.5,132,0.5,1,,"Rain, Partially cloudy",rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T09:00:00,10.1,10.1,6.3,77.04,0,0,,0,0,14.4,16.6,209,1007.2,63.5,19.6,246,0.9,2,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T10:00:00,11.6,11.6,6.4,70.26,0,0,,0,0,21.6,17.5,204,1006.8,76.5,23.9,223,0.8,2,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T11:00:00,12.8,12.8,6.6,66.28,0,0,,0,0,25.8,18.7,206,1005.6,80.7,25.3,505,1.8,5,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T12:00:00,13.7,13.7,6.4,61.38,0,0,,0,0,28.6,21.9,203,1004.8,78.8,24.5,613,2.2,6,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T13:00:00,13.8,13.8,6.4,60.92,0,0,,0,0,36.6,25.3,212,1004.3,87.8,28.3,239,0.9,2,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T14:00:00,14.4,14.4,6.4,58.49,0,0,,0,0,36.8,21.4,217,1003.3,90,23.1,92,0.3,1,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T15:00:00,14.2,14.2,6.1,58.1,0.006,100,rain,0,0,41.8,24.8,204,1002.3,81.9,26.4,151,0.5,2,,"Rain, Partially cloudy",rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T16:00:00,13.2,13.2,6,61.71,0,0,,0,0,46.9,26.1,209,1001.7,84.5,22.1,65,0.2,1,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T17:00:00,11.8,11.8,7.7,75.92,0,0,,0,0,46.9,16.5,187,1001.1,93.8,19,66,0.2,1,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T18:00:00,11.3,11.3,7.9,79.53,0,0,,0,0,25.2,12.7,166,1000.1,87.8,23.9,2,0,0,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T19:00:00,10.9,10.9,7.6,80.45,0,0,,0,0,21.6,6.4,153,999.4,90.5,21.2,6,0,0,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-03-31T20:00:00,10.3,10.3,7.1,80.81,0.274,100,rain,0,0,46.9,14.2,242,999.5,85,13.4,,,,,"Rain, Partially cloudy",rain,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-31T21:00:00,9,7.5,6.7,85.77,0.193,100,rain,0,0,57.6,9.4,160,999.2,76.8,23.9,,,,,"Rain, Partially cloudy",rain,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-31T22:00:00,8.8,7.3,6.4,84.73,0,0,,0,0,23.1,9.6,196,999,76.1,19.8,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-03-31T23:00:00,9.2,7,5.4,77.46,0,0,,0,0,57.6,14.7,214,999.2,90,25.3,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-04-01T00:00:00,8.7,6.2,5.1,77.93,0,0,,0,0,18,16.1,226,999.4,35.9,33.5,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-04-01T01:00:00,8,5.6,4.6,78.86,0,0,,0,0,18,14.5,230,999.5,90,33.2,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-04-01T02:00:00,7.7,5.4,4.8,81.61,0,0,,0,0,27.3,13.2,226,999.3,56.7,33.2,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-04-01T03:00:00,7.2,4.9,4.6,83.64,0,0,,0,0,16.2,12.1,218,999.3,40,28.6,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-04-01T04:00:00,7,4.6,4.8,85.86,0,0,,0,0,14.4,12.2,220,999.2,81.6,24.7,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-04-01T05:00:00,7.4,5,5,85.11,0,0,,0,0,14.4,12.9,209,999.3,81.6,27.6,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-04-01T06:00:00,7.4,5,5,85.26,0,0,,0,0,10.8,12.7,206,999.4,55,26.3,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-04-01T07:00:00,7.6,5.2,5.2,85.25,0,0,,0,0,12,12.9,215,999.4,89.3,28,24,0.1,0,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T08:00:00,8.5,6.2,5.7,82.37,0.521,100,rain,0,0,15.4,14.1,221,999.4,94.4,27,40,0.1,0,,"Rain, Overcast",rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T09:00:00,8.7,6.4,6.3,84.57,0,0,,0,0,21.6,14.6,220,999.9,90,22.7,56,0.2,1,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T10:00:00,8.8,6.4,7,88.3,0.006,100,rain,0,0,18,15.2,232,1000.1,93.8,9.9,203,0.7,2,,"Rain, Overcast",rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T11:00:00,9.2,7,7.1,86.74,0,0,,0,0,21.6,15,249,1000.2,96.1,11.6,325,1.2,3,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T12:00:00,10,7.8,7.5,84.79,0.006,100,rain,0,0,14.4,16.3,244,1000.2,90,18.4,200,0.7,2,,"Rain, Partially cloudy",rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T13:00:00,10.6,10.6,7.6,81.41,0,0,,0,0,26.3,16.8,238,1000.2,90,21.2,212,0.8,2,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T14:00:00,11.4,11.4,7,74.31,0.456,100,rain,0,0,29.4,17.2,253,1000.2,90,26.4,241,0.9,2,,"Rain, Partially cloudy",rain,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T15:00:00,11,11,6.9,75.59,0,0,,0,0,14.4,15.3,262,1000.5,89.5,31,51,0.2,1,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T16:00:00,10.2,10.2,6.9,79.56,0,0,,0,0,18,15.7,262,1000.9,93.3,15.3,47,0.2,0,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T17:00:00,10.5,10.5,6.7,77.35,0,0,,0,0,29.4,13.5,266,1001.1,89,21.7,53,0.2,1,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T18:00:00,10,10,7.4,83.72,0,0,,0,0,21.6,11,268,1001.8,89.5,28.4,25,0.1,0,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T19:00:00,9.2,7.6,7.2,87.41,0,0,,0,0,13.2,10.4,254,1002.4,89,18.8,8,0,0,,Partially cloudy,partly-cloudy-day,"12550099999,12540099999,11782099999,EPKT,F6525,12530099999,12560099999"
Gliwice,2023-04-01T20:00:00,8.9,7.5,6.9,87.47,0,0,,0,0,29.4,9.2,279,1003.3,92.1,19.8,,,,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-04-01T21:00:00,8.2,7.8,6.9,91.27,0,0,,0,0,7.2,4.9,268,1004,95.1,19.2,,,,,Overcast,cloudy,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-04-01T22:00:00,8.2,7.4,7,92.58,0.026,100,rain,0,0,11.2,5.8,260,1004.4,94.2,11,,,,,"Rain, Overcast",rain,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
Gliwice,2023-04-01T23:00:00,8,8,7.1,94.01,0,0,,0,0,7.2,3.5,344,1005,90,7.9,,,,,Partially cloudy,partly-cloudy-night,"12550099999,12540099999,11782099999,EPKT,12530099999,12560099999"
